Board_key,Board,Algorithm,Time execution,Explored nodes
14,"[[2, 2, 1, 1, -1], [-1, -1, 2, 1, 1], [5, -1, 4, 1, 1], [-1, -1, 4, -1, 2], [-1, -1, 3, 2, -1]]",depthFirstSearch,4.525203228,100
14,"[[2, 2, 1, 1, -1], [-1, -1, 2, 1, 1], [5, -1, 4, 1, 1], [-1, -1, 4, -1, 2], [-1, -1, 3, 2, -1]]",aStarSearch,3.592434406,15
15,"[[-1, 3, -1, 2, 1], [3, -1, 4, -1, 2], [-1, 3, 4, -1, 3], [2, 3, -1, 4, -1], [-1, 2, 1, 3, -1]]",depthFirstSearch,3.615436316,80
15,"[[-1, 3, -1, 2, 1], [3, -1, 4, -1, 2], [-1, 3, 4, -1, 3], [2, 3, -1, 4, -1], [-1, 2, 1, 3, -1]]",aStarSearch,3.299870253,15
16,"[[-1, 3, 4, -1, 3], [2, -1, -1, -1, -1], [2, 3, 5, -1, 3], [2, -1, 2, 2, 2], [-1, 2, 1, 1, -1]]",depthFirstSearch,3.370213747,67
16,"[[-1, 3, 4, -1, 3], [2, -1, -1, -1, -1], [2, 3, 5, -1, 3], [2, -1, 2, 2, 2], [-1, 2, 1, 1, -1]]",aStarSearch,3.013151646,15
17,"[[-1, 2, 1, -1, 2], [-1, 3, 3, 3, -1], [3, -1, 3, -1, 2], [3, -1, 5, 3, 2], [-1, 3, -1, -1, 1]]",depthFirstSearch,3.455051422,83
17,"[[-1, 2, 1, -1, 2], [-1, 3, 3, 3, -1], [3, -1, 3, -1, 2], [3, -1, 5, 3, 2], [-1, 3, -1, -1, 1]]",aStarSearch,3.201098919,15
18,"[[2, -1, 3, -1, -1], [3, -1, 3, 2, 2], [-1, 4, 4, 3, 2], [2, -1, -1, -1, -1], [1, 3, -1, 4, 2]]",depthFirstSearch,3.446315527,76
18,"[[2, -1, 3, -1, -1], [3, -1, 3, 2, 2], [-1, 4, 4, 3, 2], [2, -1, -1, -1, -1], [1, 3, -1, 4, 2]]",aStarSearch,3.034708738,15
19,"[[0, 1, -1, 2, -1], [2, 4, 3, 3, 1], [-1, -1, -1, 3, 1], [4, -1, -1, 4, -1], [-1, 3, 2, 3, -1]]",depthFirstSearch,3.014460802,66
19,"[[0, 1, -1, 2, -1], [2, 4, 3, 3, 1], [-1, -1, -1, 3, 1], [4, -1, -1, 4, -1], [-1, 3, 2, 3, -1]]",aStarSearch,3.221105576,12
20,"[[1, 1, 2, -1, 2], [-1, 3, 4, -1, 3], [-1, -1, 5, -1, 3], [3, -1, -1, 4, -1], [1, 3, -1, 3, 1]]",depthFirstSearch,3.436029196,84
20,"[[1, 1, 2, -1, 2], [-1, 3, 4, -1, 3], [-1, -1, 5, -1, 3], [3, -1, -1, 4, -1], [1, 3, -1, 3, 1]]",aStarSearch,3.070935965,15
21,"[[2, -1, 3, -1, 2], [-1, 5, -1, 4, -1], [-1, 5, -1, 5, 2], [2, 4, -1, 3, -1], [-1, 2, 1, 2, 1]]",depthFirstSearch,3.29371047,63
21,"[[2, -1, 3, -1, 2], [-1, 5, -1, 4, -1], [-1, 5, -1, 5, 2], [2, 4, -1, 3, -1], [-1, 2, 1, 2, 1]]",aStarSearch,3.067851782,15
22,"[[-1, 3, -1, 2, -1], [-1, 4, 2, 4, 2], [1, 3, -1, 5, -1], [0, 3, -1, -1, -1], [0, 2, -1, 4, 2]]",depthFirstSearch,2.318123341,50
22,"[[-1, 3, -1, 2, -1], [-1, 4, 2, 4, 2], [1, 3, -1, 5, -1], [0, 3, -1, -1, -1], [0, 2, -1, 4, 2]]",aStarSearch,1.747957945,10
23,"[[-1, -1, 3, 2, -1], [3, -1, -1, 3, 2], [2, 4, 3, 4, -1], [-1, 3, -1, 4, -1], [1, 3, -1, 3, 1]]",depthFirstSearch,3.336585283,67
23,"[[-1, -1, 3, 2, -1], [3, -1, -1, 3, 2], [2, 4, 3, 4, -1], [-1, 3, -1, 4, -1], [1, 3, -1, 3, 1]]",aStarSearch,3.065163136,15
24,"[[-1, 1, 0, 1, 1], [3, 4, 2, 2, -1], [-1, -1, -1, 2, 1], [4, -1, 5, 4, 2], [-1, 3, -1, -1, -1]]",depthFirstSearch,3.853668213,108
24,"[[-1, 1, 0, 1, 1], [3, 4, 2, 2, -1], [-1, -1, -1, 2, 1], [4, -1, 5, 4, 2], [-1, 3, -1, -1, -1]]",aStarSearch,1.903147697,11
25,"[[-1, -1, 1, 2, -1], [4, 5, 3, 3, -1], [-1, -1, -1, 3, 2], [-1, 5, 3, 2, -1], [2, -1, 1, 1, 1]]",depthFirstSearch,3.329723358,64
25,"[[-1, -1, 1, 2, -1], [4, 5, 3, 3, -1], [-1, -1, -1, 3, 2], [-1, 5, 3, 2, -1], [2, -1, 1, 1, 1]]",aStarSearch,3.105973959,15
26,"[[-1, 3, 1, 2, -1], [-1, -1, 4, 4, -1], [4, -1, -1, -1, 2], [-1, 3, 3, 3, 2], [1, 1, 0, 1, -1]]",depthFirstSearch,2.444826841,52
26,"[[-1, 3, 1, 2, -1], [-1, -1, 4, 4, -1], [4, -1, -1, -1, 2], [-1, 3, 3, 3, 2], [1, 1, 0, 1, -1]]",aStarSearch,2.09006834,10
27,"[[1, 1, 2, -1, -1], [3, -1, 4, 4, 3], [-1, -1, -1, 3, -1], [2, 3, 4, -1, 4], [0, 0, 2, -1, -1]]",depthFirstSearch,2.3875916,70
27,"[[1, 1, 2, -1, -1], [3, -1, 4, 4, 3], [-1, -1, -1, 3, -1], [2, 3, 4, -1, 4], [0, 0, 2, -1, -1]]",aStarSearch,1.801905155,10
28,"[[1, -1, -1, -1, 1], [2, 3, 5, 4, 3], [3, -1, 3, -1, -1], [-1, -1, 3, 4, -1], [2, 2, 1, 2, -1]]",depthFirstSearch,3.398327112,78
28,"[[1, -1, -1, -1, 1], [2, 3, 5, 4, 3], [3, -1, 3, -1, -1], [-1, -1, 3, 4, -1], [2, 2, 1, 2, -1]]",aStarSearch,3.108016968,15
29,"[[2, -1, 3, -1, 1], [3, -1, 5, 2, 2], [3, -1, 5, -1, 2], [-1, 3, -1, -1, 4], [1, 2, 3, -1, -1]]",depthFirstSearch,3.551808119,91
29,"[[2, -1, 3, -1, 1], [3, -1, 5, 2, 2], [3, -1, 5, -1, 2], [-1, 3, -1, -1, 4], [1, 2, 3, -1, -1]]",aStarSearch,3.398543119,15
30,"[[-1, 2, -1, 4, -1], [1, 3, 3, -1, -1], [0, 2, -1, 5, -1], [1, 3, -1, 4, 2], [1, -1, 2, 2, -1]]",depthFirstSearch,3.669809103,56
30,"[[-1, 2, -1, 4, -1], [1, 3, 3, -1, -1], [0, 2, -1, 5, -1], [1, 3, -1, 4, 2], [1, -1, 2, 2, -1]]",aStarSearch,2.161121368,10
,,,,
,,,,
,,,,
,,,Time execution avg,Explored nodes avg
,,depthFirstSearch,3.524338854,75.72413793
,,aStarSearch,2.750205517,13.16666667
