Board_key,Board,Algorithm,Time execution,Explored nodes
8,"[[1, 0, 0, 3], [0, 0, 1, 2], [0, 0, 0, 4], [2, 0, 0, 1]]",aStarSearch,0.094993591,10
9,"[[2, 1, 0, 0], [0, 4, 1, 0], [0, 2, 4, 0], [0, 3, 0, 1]]",depthFirstSearch,0.072616577,9
9,"[[2, 1, 0, 0], [0, 4, 1, 0], [0, 2, 4, 0], [0, 3, 0, 1]]",aStarSearch,0.178261757,9
10,"[[0, 0, 3, 4], [0, 0, 1, 2], [0, 0, 0, 3], [3, 0, 0, 0]]",depthFirstSearch,0.215808153,11
10,"[[0, 0, 3, 4], [0, 0, 1, 2], [0, 0, 0, 3], [3, 0, 0, 0]]",aStarSearch,0.143748045,11
11,"[[0, 0, 3, 4], [4, 0, 1, 0], [1, 4, 0, 3], [0, 0, 4, 1]]",depthFirstSearch,0.06382966,8
11,"[[0, 0, 3, 4], [4, 0, 1, 0], [1, 4, 0, 3], [0, 0, 4, 1]]",aStarSearch,0.10259366,8
12,"[[0, 2, 4, 0], [0, 0, 1, 0], [0, 3, 0, 1], [0, 0, 0, 4]]",depthFirstSearch,0.201562643,13
12,"[[0, 2, 4, 0], [0, 0, 1, 0], [0, 3, 0, 1], [0, 0, 0, 4]]",aStarSearch,0.410797834,11
13,"[[0, 3, 4, 0], [0, 0, 3, 1], [4, 0, 0, 3], [0, 0, 0, 4]]",depthFirstSearch,0.176528931,11
13,"[[0, 3, 4, 0], [0, 0, 3, 1], [4, 0, 0, 3], [0, 0, 0, 4]]",aStarSearch,0.213430643,10
14,"[[0, 0, 3, 0], [0, 3, 2, 4], [0, 0, 4, 0], [0, 4, 0, 2]]",depthFirstSearch,0.150597811,12
14,"[[0, 0, 3, 0], [0, 3, 2, 4], [0, 0, 4, 0], [0, 4, 0, 2]]",aStarSearch,0.16759038,11
15,"[[0, 1, 3, 2], [0, 3, 1, 0], [0, 0, 0, 3], [0, 0, 0, 1]]",depthFirstSearch,0.141597509,10
15,"[[0, 1, 3, 2], [0, 3, 1, 0], [0, 0, 0, 3], [0, 0, 0, 1]]",aStarSearch,0.121758223,10
16,"[[0, 2, 0, 4], [4, 0, 2, 1], [3, 1, 0, 2], [0, 4, 0, 0]]",depthFirstSearch,0.06119442,8
16,"[[0, 2, 0, 4], [4, 0, 2, 1], [3, 1, 0, 2], [0, 4, 0, 0]]",aStarSearch,0.165387392,8
17,"[[1, 2, 0, 0], [4, 0, 0, 0], [3, 0, 4, 0], [2, 0, 0, 3]]",depthFirstSearch,0.120599985,10
17,"[[1, 2, 0, 0], [4, 0, 0, 0], [3, 0, 4, 0], [2, 0, 0, 3]]",aStarSearch,0.203075171,10
18,"[[0, 0, 2, 1], [0, 2, 3, 0], [2, 0, 0, 3], [4, 0, 0, 0]]",depthFirstSearch,0.175940275,10
18,"[[0, 0, 2, 1], [0, 2, 3, 0], [2, 0, 0, 3], [4, 0, 0, 0]]",aStarSearch,0.204882383,10
19,"[[0, 0, 0, 4], [4, 0, 0, 0], [0, 0, 0, 1], [2, 0, 4, 3]]",depthFirstSearch,0.449369907,29
19,"[[0, 0, 0, 4], [4, 0, 0, 0], [0, 0, 0, 1], [2, 0, 4, 3]]",aStarSearch,0.165201664,11
20,"[[1, 0, 3, 4], [3, 4, 0, 0], [0, 3, 2, 1], [0, 1, 0, 3]]",depthFirstSearch,0.051538229,7
20,"[[1, 0, 3, 4], [3, 4, 0, 0], [0, 3, 2, 1], [0, 1, 0, 3]]",aStarSearch,0.054853201,7
21,"[[0, 0, 0, 0], [0, 0, 3, 1], [3, 0, 1, 0], [0, 0, 2, 3]]",depthFirstSearch,0.346062422,25
21,"[[0, 0, 0, 0], [0, 0, 3, 1], [3, 0, 1, 0], [0, 0, 2, 3]]",aStarSearch,0.140348434,12
22,"[[0, 3, 1, 0], [1, 0, 0, 4], [0, 1, 0, 0], [0, 4, 2, 0]]",depthFirstSearch,0.098255634,12
22,"[[0, 3, 1, 0], [1, 0, 0, 4], [0, 1, 0, 0], [0, 4, 2, 0]]",aStarSearch,0.209046125,10
23,"[[2, 0, 0, 3], [0, 0, 2, 4], [3, 0, 0, 2], [0, 0, 3, 0]]",depthFirstSearch,0.263038874,10
23,"[[2, 0, 0, 3], [0, 0, 2, 4], [3, 0, 0, 2], [0, 0, 3, 0]]",aStarSearch,0.123671532,10
24,"[[0, 2, 3, 0], [3, 4, 0, 2], [0, 0, 4, 0], [0, 0, 2, 1]]",depthFirstSearch,0.113015413,10
24,"[[0, 2, 3, 0], [3, 4, 0, 2], [0, 0, 4, 0], [0, 0, 2, 1]]",aStarSearch,0.241191864,9
25,"[[1, 3, 0, 0], [0, 0, 3, 1], [0, 0, 0, 2], [4, 2, 1, 0]]",depthFirstSearch,0.134713411,10
25,"[[1, 3, 0, 0], [0, 0, 3, 1], [0, 0, 0, 2], [4, 2, 1, 0]]",aStarSearch,0.09032917,9
26,"[[1, 2, 0, 0], [0, 0, 1, 2], [2, 0, 4, 3], [0, 0, 2, 0]]",depthFirstSearch,0.147821426,9
26,"[[1, 2, 0, 0], [0, 0, 1, 2], [2, 0, 4, 3], [0, 0, 2, 0]]",aStarSearch,0.181701422,9
27,"[[0, 0, 4, 3], [0, 0, 2, 0], [0, 2, 1, 0], [1, 0, 3, 0]]",depthFirstSearch,0.076792479,10
27,"[[0, 0, 4, 3], [0, 0, 2, 0], [0, 2, 1, 0], [1, 0, 3, 0]]",aStarSearch,0.241901398,11
28,"[[4, 1, 3, 0], [0, 3, 1, 0], [0, 0, 4, 3], [0, 0, 2, 0]]",depthFirstSearch,0.156095743,9
28,"[[4, 1, 3, 0], [0, 3, 1, 0], [0, 0, 4, 3], [0, 0, 2, 0]]",aStarSearch,0.104719639,9
29,"[[1, 4, 0, 0], [0, 3, 0, 4], [0, 2, 4, 1], [0, 1, 0, 3]]",depthFirstSearch,0.099733353,8
29,"[[1, 4, 0, 0], [0, 3, 0, 4], [0, 2, 4, 1], [0, 1, 0, 3]]",aStarSearch,0.136634111,8
30,"[[1, 0, 0, 3], [2, 0, 4, 0], [0, 2, 1, 4], [4, 1, 3, 0]]",depthFirstSearch,0.049867392,7
30,"[[1, 0, 0, 3], [2, 0, 4, 0], [0, 2, 1, 4], [4, 1, 3, 0]]",aStarSearch,0.104720592,7
,,,,
,,,,
,,,Time execution avg,Explored nodes avg
,,depthFirstSearch,0.149329209,11
,,aStarSearch,0.158677133,9.5
