Board_key,Board,Algorithm,Time execution,Explored nodes
12,"[[-1, -1, -1, 2, 1, 2, 2], [2, 4, -1, 3, 2, -1, -1], [0, 2, 3, 4, -1, 4, 3], [0, 2, -1, -1, 3, -1, 1], [1, 3, -1, 5, 4, 2, 1], [-1, 5, 4, -1, -1, 3, 2], [-1, -1, -1, 3, 3, -1, -1]]",aStarSearch,18.0194664,23
13,"[[1, 1, 2, 1, 1, 1, 1], [2, -1, 2, -1, 3, 3, -1], [-1, 4, 4, 3, -1, -1, 3], [-1, -1, 3, -1, 5, 5, -1], [4, 4, 5, -1, -1, 5, -1], [-1, -1, 4, -1, 5, -1, -1], [2, 2, 3, -1, 3, 2, 2]]",depthFirstSearch,31.00563884,348
13,"[[1, 1, 2, 1, 1, 1, 1], [2, -1, 2, -1, 3, 3, -1], [-1, 4, 4, 3, -1, -1, 3], [-1, -1, 3, -1, 5, 5, -1], [4, 4, 5, -1, -1, 5, -1], [-1, -1, 4, -1, 5, -1, -1], [2, 2, 3, -1, 3, 2, 2]]",aStarSearch,26.58812523,30
14,"[[0, 1, 1, 1, 0, 1, 1], [0, 1, -1, 2, 1, 2, -1], [2, 3, 3, 3, -1, 3, 2], [-1, -1, 2, -1, 5, -1, 2], [-1, 5, 3, 3, -1, -1, 3], [-1, -1, 3, 5, -1, 7, -1], [2, 3, -1, -1, -1, -1, -1]]",depthFirstSearch,24.69521642,331
14,"[[0, 1, 1, 1, 0, 1, 1], [0, 1, -1, 2, 1, 2, -1], [2, 3, 3, 3, -1, 3, 2], [-1, -1, 2, -1, 5, -1, 2], [-1, 5, 3, 3, -1, -1, 3], [-1, -1, 3, 5, -1, 7, -1], [2, 3, -1, -1, -1, -1, -1]]",aStarSearch,14.33044958,20
15,"[[2, -1, -1, -1, 2, 2, -1], [-1, 5, 5, 3, 3, -1, 2], [-1, -1, 2, -1, 3, 2, 1], [3, 4, 4, 3, -1, 1, 0], [2, -1, -1, 4, 3, 2, 1], [3, -1, -1, -1, 3, -1, 2], [-1, 4, -1, 3, 3, -1, 2]]",depthFirstSearch,26.47342777,253
15,"[[2, -1, -1, -1, 2, 2, -1], [-1, 5, 5, 3, 3, -1, 2], [-1, -1, 2, -1, 3, 2, 1], [3, 4, 4, 3, -1, 1, 0], [2, -1, -1, 4, 3, 2, 1], [3, -1, -1, -1, 3, -1, 2], [-1, 4, -1, 3, 3, -1, 2]]",aStarSearch,20.09227467,25
16,"[[-1, -1, 2, -1, 3, -1, 2], [2, 3, 3, 3, 4, -1, 3], [0, 2, -1, 4, -1, 4, -1], [2, 4, -1, -1, 4, -1, 2], [-1, -1, 4, 4, -1, 3, 2], [2, 3, 4, -1, 3, 3, -1], [0, 1, -1, -1, 2, 2, -1]]",depthFirstSearch,25.37770534,251
16,"[[-1, -1, 2, -1, 3, -1, 2], [2, 3, 3, 3, 4, -1, 3], [0, 2, -1, 4, -1, 4, -1], [2, 4, -1, -1, 4, -1, 2], [-1, -1, 4, 4, -1, 3, 2], [2, 3, 4, -1, 3, 3, -1], [0, 1, -1, -1, 2, 2, -1]]",aStarSearch,17.02678013,22
17,"[[-1, 3, 2, 3, -1, -1, 1], [-1, 6, -1, -1, 3, 2, 1], [-1, -1, -1, 4, 2, 1, 1], [2, 3, 3, -1, 1, 1, -1], [0, 1, 3, 4, 4, 3, 2], [1, 3, -1, -1, -1, -1, 3], [1, -1, -1, 4, 4, -1, -1]]",depthFirstSearch,28.35410619,286
17,"[[-1, 3, 2, 3, -1, -1, 1], [-1, 6, -1, -1, 3, 2, 1], [-1, -1, -1, 4, 2, 1, 1], [2, 3, 3, -1, 1, 1, -1], [0, 1, 3, 4, 4, 3, 2], [1, 3, -1, -1, -1, -1, 3], [1, -1, -1, 4, 4, -1, -1]]",aStarSearch,20.28368163,25
18,"[[-1, -1, -1, 1, 0, 1, 1], [-1, -1, 4, 2, 0, 2, -1], [-1, 4, -1, 1, 1, 3, -1], [2, 3, 2, 2, 3, -1, 3], [2, -1, 2, 2, -1, -1, 3], [3, -1, 3, 3, -1, -1, 3], [-1, 2, 2, -1, 4, -1, 2]]",depthFirstSearch,27.49416757,244
18,"[[-1, -1, -1, 1, 0, 1, 1], [-1, -1, 4, 2, 0, 2, -1], [-1, 4, -1, 1, 1, 3, -1], [2, 3, 2, 2, 3, -1, 3], [2, -1, 2, 2, -1, -1, 3], [3, -1, 3, 3, -1, -1, 3], [-1, 2, 2, -1, 4, -1, 2]]",aStarSearch,18.48683834,23
19,"[[-1, 2, 0, 1, -1, 1, 0], [-1, 3, 2, 3, 3, 3, 2], [2, 4, -1, -1, 3, -1, -1], [-1, 3, -1, -1, 5, 3, 2], [2, 3, 4, -1, -1, 4, 2], [2, -1, 3, 4, -1, -1, -1], [-1, 2, 2, -1, 3, 4, -1]]",depthFirstSearch,30.08111,328
19,"[[-1, 2, 0, 1, -1, 1, 0], [-1, 3, 2, 3, 3, 3, 2], [2, 4, -1, -1, 3, -1, -1], [-1, 3, -1, -1, 5, 3, 2], [2, 3, 4, -1, -1, 4, 2], [2, -1, 3, 4, -1, -1, -1], [-1, 2, 2, -1, 3, 4, -1]]",aStarSearch,18.21156979,23
20,"[[-1, 4, 4, -1, 4, 2, 1], [-1, -1, -1, -1, -1, -1, 2], [-1, 5, 5, 5, 6, -1, 3], [1, 3, -1, -1, 3, -1, 2], [0, 2, -1, 4, 3, 2, 2], [1, 3, 3, -1, 2, 2, -1], [-1, 2, -1, 2, 2, -1, 2]]",depthFirstSearch,26.72067952,229
20,"[[-1, 4, 4, -1, 4, 2, 1], [-1, -1, -1, -1, -1, -1, 2], [-1, 5, 5, 5, 6, -1, 3], [1, 3, -1, -1, 3, -1, 2], [0, 2, -1, 4, 3, 2, 2], [1, 3, 3, -1, 2, 2, -1], [-1, 2, -1, 2, 2, -1, 2]]",aStarSearch,20.24860764,25
21,"[[1, -1, 1, 0, 2, -1, 3], [1, 2, 3, 3, 5, -1, -1], [1, 2, -1, -1, -1, -1, -1], [-1, 2, 2, 3, 4, -1, -1], [2, 3, 1, 1, 1, 3, 3], [-1, 3, -1, 4, 2, 3, -1], [1, 3, -1, -1, -1, 3, -1]]",depthFirstSearch,29.8584969,312
21,"[[1, -1, 1, 0, 2, -1, 3], [1, 2, 3, 3, 5, -1, -1], [1, 2, -1, -1, -1, -1, -1], [-1, 2, 2, 3, 4, -1, -1], [2, 3, 1, 1, 1, 3, 3], [-1, 3, -1, 4, 2, 3, -1], [1, 3, -1, -1, -1, 3, -1]]",aStarSearch,20.15049195,25
22,"[[-1, 3, -1, 1, 0, 1, 1], [3, -1, 4, 3, 2, 3, -1], [3, -1, 4, -1, -1, 4, -1], [-1, 4, -1, 4, 3, -1, 2], [1, 3, -1, 4, 4, 3, 2], [1, 2, 4, -1, -1, -1, 2], [1, -1, 3, -1, -1, -1, 2]]",depthFirstSearch,29.84127712,314
22,"[[-1, 3, -1, 1, 0, 1, 1], [3, -1, 4, 3, 2, 3, -1], [3, -1, 4, -1, -1, 4, -1], [-1, 4, -1, 4, 3, -1, 2], [1, 3, -1, 4, 4, 3, 2], [1, 2, 4, -1, -1, -1, 2], [1, -1, 3, -1, -1, -1, 2]]",aStarSearch,20.2593317,25
23,"[[1, -1, -1, 1, 1, -1, -1], [1, 2, 3, 3, 4, 5, 4], [1, 2, 3, -1, -1, -1, -1], [-1, 3, -1, -1, 5, -1, -1], [2, -1, 4, 3, 4, 4, -1], [2, 2, 3, -1, 3, -1, 2], [1, -1, 2, 2, -1, 2, 1]]",depthFirstSearch,29.39673209,279
23,"[[1, -1, -1, 1, 1, -1, -1], [1, 2, 3, 3, 4, 5, 4], [1, 2, 3, -1, -1, -1, -1], [-1, 3, -1, -1, 5, -1, -1], [2, -1, 4, 3, 4, 4, -1], [2, 2, 3, -1, 3, -1, 2], [1, -1, 2, 2, -1, 2, 1]]",aStarSearch,26.65744805,30
24,"[[-1, 1, 2, -1, 4, -1, 2], [2, 3, 3, -1, -1, 4, -1], [-1, 3, -1, 5, 5, -1, 2], [-1, 5, 3, -1, -1, 4, 2], [-1, -1, 3, 4, -1, 4, -1], [2, 3, -1, 3, 2, 4, -1], [0, 1, 1, 2, -1, 2, 1]]",depthFirstSearch,27.34015894,241
24,"[[-1, 1, 2, -1, 4, -1, 2], [2, 3, 3, -1, -1, 4, -1], [-1, 3, -1, 5, 5, -1, 2], [-1, 5, 3, -1, -1, 4, 2], [-1, -1, 3, 4, -1, 4, -1], [2, 3, -1, 3, 2, 4, -1], [0, 1, 1, 2, -1, 2, 1]]",aStarSearch,22.75435567,27
25,"[[0, 2, -1, -1, 3, 3, -1], [1, 3, -1, 5, -1, -1, 3], [2, -1, 4, -1, 3, 4, -1], [-1, 4, -1, 3, 2, 2, -1], [-1, 4, 3, -1, 2, 2, 2], [2, -1, 3, 3, 3, -1, 2], [1, 2, -1, 2, -1, 3, -1]]",depthFirstSearch,25.02976561,225
25,"[[0, 2, -1, -1, 3, 3, -1], [1, 3, -1, 5, -1, -1, 3], [2, -1, 4, -1, 3, 4, -1], [-1, 4, -1, 3, 2, 2, -1], [-1, 4, 3, -1, 2, 2, 2], [2, -1, 3, 3, 3, -1, 2], [1, 2, -1, 2, -1, 3, -1]]",aStarSearch,22.545959,27
26,"[[-1, -1, -1, 3, -1, -1, 2], [5, -1, 6, -1, 5, 4, -1], [-1, -1, 4, -1, 4, -1, 3], [2, 2, 3, 3, 6, -1, 4], [0, 0, 1, -1, -1, -1, -1], [0, 0, 1, 3, -1, 5, 3], [0, 0, 0, 1, 2, -1, 1]]",depthFirstSearch,15.64870286,132
26,"[[-1, -1, -1, 3, -1, -1, 2], [5, -1, 6, -1, 5, 4, -1], [-1, -1, 4, -1, 4, -1, 3], [2, 2, 3, 3, 6, -1, 4], [0, 0, 1, -1, -1, -1, -1], [0, 0, 1, 3, -1, 5, 3], [0, 0, 0, 1, 2, -1, 1]]",aStarSearch,11.87514305,17
27,"[[-1, 2, 1, 0, 0, 1, -1], [3, -1, 2, 2, 1, 3, 2], [-1, 3, -1, 2, -1, 2, -1], [2, 4, 3, 3, 2, 3, 2], [3, -1, -1, 2, 3, -1, 3], [-1, -1, 7, -1, 5, -1, -1], [3, -1, -1, -1, 4, -1, 3]]",depthFirstSearch,30.36735582,346
27,"[[-1, 2, 1, 0, 0, 1, -1], [3, -1, 2, 2, 1, 3, 2], [-1, 3, -1, 2, -1, 2, -1], [2, 4, 3, 3, 2, 3, 2], [3, -1, -1, 2, 3, -1, 3], [-1, -1, 7, -1, 5, -1, -1], [3, -1, -1, -1, 4, -1, 3]]",aStarSearch,18.1655376,23
28,"[[0, 1, 1, 3, -1, -1, -1], [2, 3, -1, 3, -1, -1, 4], [-1, -1, 3, 3, 2, 3, -1], [3, 5, -1, 2, 1, 3, 3], [3, -1, -1, 2, 1, -1, -1], [-1, -1, 4, 2, 3, 4, 4], [2, 2, 2, -1, 2, -1, -1]]",depthFirstSearch,27.19766355,242
28,"[[0, 1, 1, 3, -1, -1, -1], [2, 3, -1, 3, -1, -1, 4], [-1, -1, 3, 3, 2, 3, -1], [3, 5, -1, 2, 1, 3, 3], [3, -1, -1, 2, 1, -1, -1], [-1, -1, 4, 2, 3, 4, 4], [2, 2, 2, -1, 2, -1, -1]]",aStarSearch,23.81443,27
29,"[[2, -1, -1, 2, -1, 3, -1], [-1, 4, 3, 4, 5, -1, 3], [-1, 2, 1, -1, -1, -1, 4], [2, 3, 2, 4, -1, -1, -1], [-1, 2, -1, 3, 4, 4, 3], [3, 4, 3, -1, 2, -1, 1], [-1, -1, 2, 1, 2, 1, 1]]",depthFirstSearch,30.06323195,239
29,"[[2, -1, -1, 2, -1, 3, -1], [-1, 4, 3, 4, 5, -1, 3], [-1, 2, 1, -1, -1, -1, 4], [2, 3, 2, 4, -1, -1, -1], [-1, 2, -1, 3, 4, 4, 3], [3, 4, 3, -1, 2, -1, 1], [-1, -1, 2, 1, 2, 1, 1]]",aStarSearch,28.25146222,30
30,"[[2, -1, -1, 1, 1, -1, -1], [-1, 4, 4, 2, 3, 4, -1], [2, -1, 4, -1, 3, -1, 2], [1, 3, -1, -1, 4, 2, 2], [1, 3, -1, -1, 2, 1, -1], [2, -1, 4, 4, 3, 3, 2], [-1, 2, 2, -1, -1, 2, -1]]",depthFirstSearch,32.77777624,284
30,"[[2, -1, -1, 1, 1, -1, -1], [-1, 4, 4, 2, 3, 4, -1], [2, -1, 4, -1, 3, -1, 2], [1, 3, -1, -1, 4, 2, 2], [1, 3, -1, -1, 2, 1, -1], [2, -1, 4, 4, 3, 3, 2], [-1, 2, 2, -1, -1, 2, -1]]",aStarSearch,26.84965277,30
,,,,
,,,,
,,,,
,,,Time execution avg,Explored nodes avg
,,depthFirstSearch,28.24353849,273.4482759
,,aStarSearch,21.80644174,25.83333333
