Board_key,Board,Algorithm,Time execution,Explored nodes
14,"[[1, 2, 1, 1, 1, 2, -1, -1, 1], [-1, 2, -1, 2, 2, -1, 4, 4, 3], [1, 3, 3, 4, -1, 2, 3, -1, -1], [0, 2, -1, -1, 4, 3, 4, -1, 5], [0, 2, -1, 5, -1, -1, 6, -1, -1], [1, 2, 1, 3, -1, -1, -1, -1, -1], [-1, 2, 2, 3, 5, -1, 5, 6, -1], [3, -1, 4, -1, -1, 3, 2, -1, -1], [2, -1, -1, 4, -1, 2, 1, 2, 2]]",aStarSearch,87.87937975,42
15,"[[2, -1, 4, 2, 2, 2, 3, 3, -1], [3, -1, -1, -1, 3, -1, -1, -1, 3], [3, -1, 5, 5, -1, 5, 6, -1, 3], [-1, 4, -1, 3, -1, 4, -1, -1, 2], [-1, 5, 3, 3, 2, -1, 4, 4, 3], [3, -1, -1, 3, 4, 3, 3, -1, -1], [2, -1, 4, -1, -1, -1, 3, 3, 3], [2, 2, 2, 3, 5, -1, 3, 3, -1], [-1, 1, 0, 1, -1, 2, 2, -1, -1]]",depthFirstSearch,TIMEOUT,TIMEOUT
15,"[[2, -1, 4, 2, 2, 2, 3, 3, -1], [3, -1, -1, -1, 3, -1, -1, -1, 3], [3, -1, 5, 5, -1, 5, 6, -1, 3], [-1, 4, -1, 3, -1, 4, -1, -1, 2], [-1, 5, 3, 3, 2, -1, 4, 4, 3], [3, -1, -1, 3, 4, 3, 3, -1, -1], [2, -1, 4, -1, -1, -1, 3, 3, 3], [2, 2, 2, 3, 5, -1, 3, 3, -1], [-1, 1, 0, 1, -1, 2, 2, -1, -1]]",aStarSearch,93.61050868,44
16,"[[0, 1, 2, 2, 3, -1, 4, -1, 1], [0, 1, -1, -1, 4, -1, -1, 2, 1], [2, 4, 4, 4, -1, 3, 2, 1, 0], [-1, -1, -1, 3, 2, 2, 1, 1, 0], [-1, -1, 6, -1, 3, 3, -1, 4, 2], [-1, 5, -1, -1, 3, -1, -1, -1, -1], [-1, 4, 3, 2, 3, 4, -1, 5, 3], [3, -1, 4, 2, 3, -1, 5, -1, 3], [2, -1, -1, -1, 3, -1, 4, -1, -1]]",depthFirstSearch,96.68214154,687
16,"[[0, 1, 2, 2, 3, -1, 4, -1, 1], [0, 1, -1, -1, 4, -1, -1, 2, 1], [2, 4, 4, 4, -1, 3, 2, 1, 0], [-1, -1, -1, 3, 2, 2, 1, 1, 0], [-1, -1, 6, -1, 3, 3, -1, 4, 2], [-1, 5, -1, -1, 3, -1, -1, -1, -1], [-1, 4, 3, 2, 3, 4, -1, 5, 3], [3, -1, 4, 2, 3, -1, 5, -1, 3], [2, -1, -1, -1, 3, -1, 4, -1, -1]]",aStarSearch,72.71302891,37
17,"[[2, -1, 4, -1, 2, 1, -1, 3, 2], [2, -1, 5, -1, 4, 3, 3, -1, -1], [1, 2, 4, -1, -1, 2, -1, 4, -1], [1, 2, -1, 4, 3, 2, 2, 4, 3], [2, -1, 4, -1, 3, 2, 2, -1, -1], [-1, 4, -1, 3, -1, -1, 4, 4, 3], [-1, 4, 2, 3, 4, -1, -1, 4, -1], [3, -1, 2, 1, -1, 5, 5, -1, -1], [2, -1, 2, 1, 2, -1, -1, 4, -1]]",depthFirstSearch,TIMEOUT,TIMEOUT
17,"[[2, -1, 4, -1, 2, 1, -1, 3, 2], [2, -1, 5, -1, 4, 3, 3, -1, -1], [1, 2, 4, -1, -1, 2, -1, 4, -1], [1, 2, -1, 4, 3, 2, 2, 4, 3], [2, -1, 4, -1, 3, 2, 2, -1, -1], [-1, 4, -1, 3, -1, -1, 4, 4, 3], [-1, 4, 2, 3, 4, -1, -1, 4, -1], [3, -1, 2, 1, -1, 5, 5, -1, -1], [2, -1, 2, 1, 2, -1, -1, 4, -1]]",aStarSearch,TIMEOUT,TIMEOUT
18,"[[1, 3, -1, -1, 3, 3, -1, 2, 0], [1, -1, -1, -1, 4, -1, -1, 3, 1], [2, 3, 3, 3, -1, 4, 4, -1, 2], [-1, 2, 1, 2, 2, -1, 3, 3, -1], [1, 2, -1, 1, 1, 3, -1, 4, 2], [1, 2, 3, 3, 3, 4, -1, -1, 2], [3, -1, 4, -1, -1, -1, 5, 4, -1], [-1, -1, -1, 5, -1, -1, -1, 3, 2], [-1, 4, 2, 3, -1, -1, 4, -1, 1]]",depthFirstSearch,TIMEOUT,TIMEOUT
18,"[[1, 3, -1, -1, 3, 3, -1, 2, 0], [1, -1, -1, -1, 4, -1, -1, 3, 1], [2, 3, 3, 3, -1, 4, 4, -1, 2], [-1, 2, 1, 2, 2, -1, 3, 3, -1], [1, 2, -1, 1, 1, 3, -1, 4, 2], [1, 2, 3, 3, 3, 4, -1, -1, 2], [3, -1, 4, -1, -1, -1, 5, 4, -1], [-1, -1, -1, 5, -1, -1, -1, 3, 2], [-1, 4, 2, 3, -1, -1, 4, -1, 1]]",aStarSearch,100.4207134,46
19,"[[-1, 3, -1, 2, 2, 2, 2, 2, 1], [4, -1, 5, -1, 3, -1, -1, 3, -1], [-1, -1, -1, 2, 3, -1, -1, 5, 2], [2, 4, 3, 2, 1, 3, -1, -1, 2], [1, 3, -1, 3, 2, 3, 5, -1, 3], [2, -1, -1, -1, 3, -1, -1, 3, -1], [-1, 7, -1, -1, 5, 3, 4, 3, 2], [-1, -1, -1, -1, 3, -1, 2, -1, 1], [-1, 4, 3, 2, 2, 1, 2, 1, 1]]",depthFirstSearch,TIMEOUT,TIMEOUT
19,"[[-1, 3, -1, 2, 2, 2, 2, 2, 1], [4, -1, 5, -1, 3, -1, -1, 3, -1], [-1, -1, -1, 2, 3, -1, -1, 5, 2], [2, 4, 3, 2, 1, 3, -1, -1, 2], [1, 3, -1, 3, 2, 3, 5, -1, 3], [2, -1, -1, -1, 3, -1, -1, 3, -1], [-1, 7, -1, -1, 5, 3, 4, 3, 2], [-1, -1, -1, -1, 3, -1, 2, -1, 1], [-1, 4, 3, 2, 2, 1, 2, 1, 1]]",aStarSearch,TIMEOUT,TIMEOUT
20,"[[-1, -1, -1, 3, 2, -1, 1, 1, 1], [3, -1, -1, -1, 4, 2, 1, 2, -1], [3, 4, 5, -1, -1, 3, 1, 3, -1], [-1, -1, 3, 4, -1, -1, 2, 2, -1], [-1, 5, -1, 3, 4, -1, 3, 2, 1], [2, -1, 2, 3, -1, 4, -1, 1, 0], [2, 3, 3, 4, -1, 4, 1, 2, 1], [2, -1, -1, 5, -1, 3, 1, 2, -1], [2, -1, -1, -1, 3, -1, 1, 2, -1]]",depthFirstSearch,TIMEOUT,TIMEOUT
20,"[[-1, -1, -1, 3, 2, -1, 1, 1, 1], [3, -1, -1, -1, 4, 2, 1, 2, -1], [3, 4, 5, -1, -1, 3, 1, 3, -1], [-1, -1, 3, 4, -1, -1, 2, 2, -1], [-1, 5, -1, 3, 4, -1, 3, 2, 1], [2, -1, 2, 3, -1, 4, -1, 1, 0], [2, 3, 3, 4, -1, 4, 1, 2, 1], [2, -1, -1, 5, -1, 3, 1, 2, -1], [2, -1, -1, -1, 3, -1, 1, 2, -1]]",aStarSearch,93.84934711,44
21,"[[-1, 2, 1, 1, 2, -1, 3, -1, 1], [4, -1, 2, 1, -1, 4, -1, 3, 1], [-1, -1, 4, 4, 4, 5, -1, 4, 2], [-1, 5, -1, -1, -1, -1, 5, -1, -1], [3, 5, -1, 4, 3, 3, -1, -1, 3], [-1, -1, 2, 1, 1, 2, 3, 3, 2], [4, 4, 2, 0, 2, -1, 4, 4, -1], [-1, -1, 3, 2, 3, -1, -1, -1, -1], [2, 3, -1, -1, 2, 2, 4, -1, 3]]",depthFirstSearch,TIMEOUT,TIMEOUT
21,"[[-1, 2, 1, 1, 2, -1, 3, -1, 1], [4, -1, 2, 1, -1, 4, -1, 3, 1], [-1, -1, 4, 4, 4, 5, -1, 4, 2], [-1, 5, -1, -1, -1, -1, 5, -1, -1], [3, 5, -1, 4, 3, 3, -1, -1, 3], [-1, -1, 2, 1, 1, 2, 3, 3, 2], [4, 4, 2, 0, 2, -1, 4, 4, -1], [-1, -1, 3, 2, 3, -1, -1, -1, -1], [2, 3, -1, -1, 2, 2, 4, -1, 3]]",aStarSearch,84.1783278,41
22,"[[1, -1, 1, 1, -1, -1, -1, 3, -1], [3, 3, 2, 1, 3, 6, -1, 4, 1], [-1, -1, 2, 2, 4, -1, -1, 3, 1], [3, 3, 3, -1, -1, -1, 3, 2, -1], [1, -1, 3, 3, 4, 3, 2, 2, 1], [2, 3, 5, -1, 2, 1, -1, 3, 2], [2, -1, -1, -1, 4, 2, 3, -1, -1], [-1, 6, -1, -1, 5, -1, 4, 4, 4], [2, -1, -1, 4, -1, -1, 3, -1, -1]]",depthFirstSearch,TIMEOUT,TIMEOUT
22,"[[1, -1, 1, 1, -1, -1, -1, 3, -1], [3, 3, 2, 1, 3, 6, -1, 4, 1], [-1, -1, 2, 2, 4, -1, -1, 3, 1], [3, 3, 3, -1, -1, -1, 3, 2, -1], [1, -1, 3, 3, 4, 3, 2, 2, 1], [2, 3, 5, -1, 2, 1, -1, 3, 2], [2, -1, -1, -1, 4, 2, 3, -1, -1], [-1, 6, -1, -1, 5, -1, 4, 4, 4], [2, -1, -1, 4, -1, -1, 3, -1, -1]]",aStarSearch,TIMEOUT,TIMEOUT
23,"[[1, -1, -1, 1, 1, -1, -1, 3, -1], [2, 3, 2, 1, 2, 4, 4, 5, -1], [-1, 2, 2, 2, 2, -1, -1, 4, -1], [2, 3, -1, -1, 3, 2, 2, 3, -1], [-1, 4, 4, -1, 4, 3, 3, 3, 2], [-1, 3, -1, 3, -1, -1, -1, -1, 2], [3, 4, 3, 4, 4, 4, 4, -1, 3], [-1, -1, 3, -1, -1, 4, 3, 4, -1], [3, -1, 3, 3, -1, -1, -1, 3, -1]]",depthFirstSearch,TIMEOUT,TIMEOUT
23,"[[1, -1, -1, 1, 1, -1, -1, 3, -1], [2, 3, 2, 1, 2, 4, 4, 5, -1], [-1, 2, 2, 2, 2, -1, -1, 4, -1], [2, 3, -1, -1, 3, 2, 2, 3, -1], [-1, 4, 4, -1, 4, 3, 3, 3, 2], [-1, 3, -1, 3, -1, -1, -1, -1, 2], [3, 4, 3, 4, 4, 4, 4, -1, 3], [-1, -1, 3, -1, -1, 4, 3, 4, -1], [3, -1, 3, 3, -1, -1, -1, 3, -1]]",aStarSearch,TIMEOUT,TIMEOUT
24,"[[1, -1, 2, 2, -1, 2, 2, 1, 1], [1, 2, 4, -1, 4, -1, 3, -1, 2], [1, 2, -1, -1, 5, 3, -1, 3, -1], [2, -1, 6, -1, -1, 4, 2, 3, 2], [-1, 5, -1, -1, -1, -1, 1, 2, -1], [-1, -1, 6, -1, 5, 4, 2, 3, -1], [-1, -1, -1, 4, -1, 4, -1, 2, 1], [2, 3, 2, 4, -1, -1, 3, 3, 2], [0, 0, 0, 2, -1, 3, 2, -1, -1]]",depthFirstSearch,TIMEOUT,TIMEOUT
24,"[[1, -1, 2, 2, -1, 2, 2, 1, 1], [1, 2, 4, -1, 4, -1, 3, -1, 2], [1, 2, -1, -1, 5, 3, -1, 3, -1], [2, -1, 6, -1, -1, 4, 2, 3, 2], [-1, 5, -1, -1, -1, -1, 1, 2, -1], [-1, -1, 6, -1, 5, 4, 2, 3, -1], [-1, -1, -1, 4, -1, 4, -1, 2, 1], [2, 3, 2, 4, -1, -1, 3, 3, 2], [0, 0, 0, 2, -1, 3, 2, -1, -1]]",aStarSearch,87.09326029,42
25,"[[2, -1, -1, 1, 2, -1, 2, 1, -1], [3, -1, 3, 1, 2, -1, 3, 3, 3], [-1, 5, 3, 2, 2, 3, 3, -1, -1], [-1, -1, -1, 2, -1, 4, -1, 6, 4], [-1, 4, 2, 3, 4, -1, -1, -1, -1], [1, 2, 1, 2, -1, -1, 6, 5, 3], [0, 1, -1, 3, 4, -1, -1, 3, -1], [1, 3, 4, -1, 3, 3, 3, 5, -1], [-1, 2, -1, -1, 2, 1, -1, 3, -1]]",depthFirstSearch,TIMEOUT,TIMEOUT
25,"[[2, -1, -1, 1, 2, -1, 2, 1, -1], [3, -1, 3, 1, 2, -1, 3, 3, 3], [-1, 5, 3, 2, 2, 3, 3, -1, -1], [-1, -1, -1, 2, -1, 4, -1, 6, 4], [-1, 4, 2, 3, 4, -1, -1, -1, -1], [1, 2, 1, 2, -1, -1, 6, 5, 3], [0, 1, -1, 3, 4, -1, -1, 3, -1], [1, 3, 4, -1, 3, 3, 3, 5, -1], [-1, 2, -1, -1, 2, 1, -1, 3, -1]]",aStarSearch,93.12895918,44
26,"[[-1, -1, -1, 1, 1, 2, -1, 1, 0], [5, -1, 5, 2, 1, -1, 3, 2, 0], [-1, -1, -1, 3, 3, 4, -1, 2, 0], [-1, 5, -1, -1, 4, -1, -1, 4, 1], [2, 4, 4, -1, -1, 5, -1, 3, -1], [-1, 4, -1, 4, 3, -1, 3, 4, 3], [3, -1, -1, 3, 2, 3, 4, -1, -1], [-1, 4, -1, 2, 2, -1, -1, 4, 2], [1, 2, 1, 1, 2, -1, -1, 2, 0]]",depthFirstSearch,99.19714499,608
