Board_key,Board,Algorithm,Time execution,Explored nodes
7,"[[1, 1, 0, 1, 3, -1, 2, 0], [-1, 2, 2, 3, -1, -1, 3, 0], [2, -1, 2, -1, -1, -1, 4, 1], [2, 3, 4, 3, 5, -1, -1, 2], [1, -1, -1, 2, 3, -1, 5, -1], [3, 4, 4, 4, -1, 5, -1, 2], [-1, -1, 3, -1, -1, -1, 5, 3], [3, -1, 3, 2, 4, -1, -1, -1]]",aStarSearch,37.07236505,29
8,"[[1, 2, -1, -1, 2, -1, 2, -1], [3, -1, 5, 4, 3, 3, 4, 3], [-1, -1, -1, 4, -1, 3, -1, -1], [2, 4, -1, 4, -1, 5, 4, 3], [1, 2, 1, 3, 4, -1, -1, 1], [-1, 1, 0, 2, -1, -1, 4, 2], [3, 3, 1, 2, -1, 6, -1, 3], [-1, -1, 1, 1, 2, -1, -1, -1]]",depthFirstSearch,57.58110309,470
8,"[[1, 2, -1, -1, 2, -1, 2, -1], [3, -1, 5, 4, 3, 3, 4, 3], [-1, -1, -1, 4, -1, 3, -1, -1], [2, 4, -1, 4, -1, 5, 4, 3], [1, 2, 1, 3, 4, -1, -1, 1], [-1, 1, 0, 2, -1, -1, 4, 2], [3, 3, 1, 2, -1, 6, -1, 3], [-1, -1, 1, 1, 2, -1, -1, -1]]",aStarSearch,40.80608654,31
9,"[[-1, 4, -1, -1, -1, 3, 1, 1], [3, -1, -1, 6, -1, 4, -1, 2], [3, -1, 6, -1, 2, 3, -1, 3], [3, -1, -1, 3, 2, 2, 3, -1], [-1, 3, 3, -1, 2, 2, -1, 2], [2, 2, 2, 3, -1, 5, 4, 3], [1, -1, 1, 2, -1, -1, -1, -1], [1, 1, 1, 1, 3, -1, 5, -1]]",depthFirstSearch,62.50430489,445
9,"[[-1, 4, -1, -1, -1, 3, 1, 1], [3, -1, -1, 6, -1, 4, -1, 2], [3, -1, 6, -1, 2, 3, -1, 3], [3, -1, -1, 3, 2, 2, 3, -1], [-1, 3, 3, -1, 2, 2, -1, 2], [2, 2, 2, 3, -1, 5, 4, 3], [1, -1, 1, 2, -1, -1, -1, -1], [1, 1, 1, 1, 3, -1, 5, -1]]",aStarSearch,57.17285919,39
10,"[[2, -1, 3, -1, 2, 1, -1, 1], [-1, 4, 5, -1, 3, 1, 2, 2], [-1, -1, 6, -1, 4, 2, 3, -1], [3, -1, -1, -1, 5, -1, -1, 2], [1, 2, 5, -1, -1, 4, 4, 2], [0, 1, 4, -1, 5, -1, 2, -1], [2, 3, -1, -1, 5, 2, 3, 1], [-1, -1, 4, -1, 3, -1, 1, 0]]",depthFirstSearch,54.63455105,460
10,"[[2, -1, 3, -1, 2, 1, -1, 1], [-1, 4, 5, -1, 3, 1, 2, 2], [-1, -1, 6, -1, 4, 2, 3, -1], [3, -1, -1, -1, 5, -1, -1, 2], [1, 2, 5, -1, -1, 4, 4, 2], [0, 1, 4, -1, 5, -1, 2, -1], [2, 3, -1, -1, 5, 2, 3, 1], [-1, -1, 4, -1, 3, -1, 1, 0]]",aStarSearch,40.30569959,31
11,"[[2, -1, 1, 1, -1, -1, -1, 2], [-1, 3, 1, 1, 3, 4, 4, -1], [-1, 3, 0, 0, 2, -1, 3, 1], [-1, 4, 1, 1, 3, -1, 2, 0], [-1, -1, 3, 3, -1, 4, 2, 1], [4, -1, 4, -1, -1, 4, -1, 2], [-1, 5, -1, 4, 5, -1, 4, -1], [-1, -1, 2, 2, -1, -1, 3, 1]]",depthFirstSearch,50.77139282,384
11,"[[2, -1, 1, 1, -1, -1, -1, 2], [-1, 3, 1, 1, 3, 4, 4, -1], [-1, 3, 0, 0, 2, -1, 3, 1], [-1, 4, 1, 1, 3, -1, 2, 0], [-1, -1, 3, 3, -1, 4, 2, 1], [4, -1, 4, -1, -1, 4, -1, 2], [-1, 5, -1, 4, 5, -1, 4, -1], [-1, -1, 2, 2, -1, -1, 3, 1]]",aStarSearch,26.63445807,23
12,"[[-1, 2, -1, -1, 4, -1, 4, -1], [2, 3, 4, -1, 4, -1, -1, 4], [1, -1, 3, 3, 5, 5, -1, -1], [1, 2, 3, -1, -1, -1, 3, 2], [0, 2, -1, 6, -1, 4, 1, 0], [2, 4, -1, 4, -1, 2, 1, 1], [-1, -1, 5, 4, 2, 1, 1, -1], [-1, -1, -1, -1, 1, 0, 1, 1]]",depthFirstSearch,46.71530151,371
12,"[[-1, 2, -1, -1, 4, -1, 4, -1], [2, 3, 4, -1, 4, -1, -1, 4], [1, -1, 3, 3, 5, 5, -1, -1], [1, 2, 3, -1, -1, -1, 3, 2], [0, 2, -1, 6, -1, 4, 1, 0], [2, 4, -1, 4, -1, 2, 1, 1], [-1, -1, 5, 4, 2, 1, 1, -1], [-1, -1, -1, -1, 1, 0, 1, 1]]",aStarSearch,29.3334384,24
13,"[[1, 1, 1, 1, -1, 2, 1, 1], [2, -1, 1, 1, 2, 4, -1, 3], [-1, 3, 3, 3, 4, -1, -1, -1], [1, 3, -1, -1, -1, -1, -1, 4], [0, 2, -1, -1, -1, -1, 5, -1], [0, 2, 4, -1, 4, 2, 3, -1], [2, 4, -1, 4, 2, 1, 2, 2], [-1, -1, -1, -1, 1, 1, -1, 1]]",depthFirstSearch,59.30156565,510
13,"[[1, 1, 1, 1, -1, 2, 1, 1], [2, -1, 1, 1, 2, 4, -1, 3], [-1, 3, 3, 3, 4, -1, -1, -1], [1, 3, -1, -1, -1, -1, -1, 4], [0, 2, -1, -1, -1, -1, 5, -1], [0, 2, 4, -1, 4, 2, 3, -1], [2, 4, -1, 4, 2, 1, 2, 2], [-1, -1, -1, -1, 1, 1, -1, 1]]",aStarSearch,42.84512639,32
14,"[[-1, -1, 2, 1, 2, 4, -1, 3], [4, -1, 4, 3, -1, -1, -1, -1], [-1, 4, -1, -1, 3, 4, 4, 3], [-1, 4, 3, 3, 1, 2, -1, 3], [2, 4, -1, 4, 3, 4, -1, -1], [-1, 3, -1, -1, -1, -1, 4, -1], [1, 2, 3, 6, -1, 4, 2, 1], [0, 0, 1, -1, -1, 2, 0, 0]]",depthFirstSearch,46.60186648,410
14,"[[-1, -1, 2, 1, 2, 4, -1, 3], [4, -1, 4, 3, -1, -1, -1, -1], [-1, 4, -1, -1, 3, 4, 4, 3], [-1, 4, 3, 3, 1, 2, -1, 3], [2, 4, -1, 4, 3, 4, -1, -1], [-1, 3, -1, -1, -1, -1, 4, -1], [1, 2, 3, 6, -1, 4, 2, 1], [0, 0, 1, -1, -1, 2, 0, 0]]",aStarSearch,37.44249797,29
15,"[[-1, 3, -1, 3, -1, 3, 1, 1], [-1, 3, 1, 4, -1, 5, -1, 2], [3, 4, 2, 3, -1, -1, 4, -1], [-1, -1, -1, 4, 4, -1, 3, 1], [-1, 6, -1, 4, -1, 2, 1, 0], [3, -1, 4, -1, 2, 1, 0, 0], [-1, 5, -1, 4, 3, 2, 2, 1], [2, -1, -1, 3, -1, -1, 2, -1]]",depthFirstSearch,52.2532773,434
15,"[[-1, 3, -1, 3, -1, 3, 1, 1], [-1, 3, 1, 4, -1, 5, -1, 2], [3, 4, 2, 3, -1, -1, 4, -1], [-1, -1, -1, 4, 4, -1, 3, 1], [-1, 6, -1, 4, -1, 2, 1, 0], [3, -1, 4, -1, 2, 1, 0, 0], [-1, 5, -1, 4, 3, 2, 2, 1], [2, -1, -1, 3, -1, -1, 2, -1]]",aStarSearch,38.00409913,29
16,"[[0, 1, -1, 4, -1, 2, 0, 0], [1, 3, 5, -1, -1, 3, 2, 1], [1, -1, -1, -1, 5, -1, 5, -1], [2, 3, 3, 3, 4, -1, -1, -1], [-1, 3, 2, 4, -1, 6, -1, -1], [-1, 5, -1, -1, -1, -1, 5, -1], [-1, 4, -1, 4, 3, 2, 3, -1], [1, 2, 1, 1, 0, 0, 1, 1]]",depthFirstSearch,43.96402073,358
16,"[[0, 1, -1, 4, -1, 2, 0, 0], [1, 3, 5, -1, -1, 3, 2, 1], [1, -1, -1, -1, 5, -1, 5, -1], [2, 3, 3, 3, 4, -1, -1, -1], [-1, 3, 2, 4, -1, 6, -1, -1], [-1, 5, -1, -1, -1, -1, 5, -1], [-1, 4, -1, 4, 3, 2, 3, -1], [1, 2, 1, 1, 0, 0, 1, 1]]",aStarSearch,28.95778084,24
17,"[[-1, 3, 2, 2, 2, 3, 3, -1], [2, -1, -1, 2, -1, -1, -1, 3], [2, 4, 3, 3, 3, 5, -1, 3], [-1, 3, -1, 2, 2, -1, 5, -1], [2, 4, -1, 2, 2, -1, 5, -1], [1, -1, 3, 3, 3, 3, -1, 2], [2, 3, 5, -1, -1, 4, 3, 2], [1, -1, -1, -1, -1, -1, 2, -1]]",depthFirstSearch,66.43101382,570
17,"[[-1, 3, 2, 2, 2, 3, 3, -1], [2, -1, -1, 2, -1, -1, -1, 3], [2, 4, 3, 3, 3, 5, -1, 3], [-1, 3, -1, 2, 2, -1, 5, -1], [2, 4, -1, 2, 2, -1, 5, -1], [1, -1, 3, 3, 3, 3, -1, 2], [2, 3, 5, -1, -1, 4, 3, 2], [1, -1, -1, -1, -1, -1, 2, -1]]",aStarSearch,57.3250165,39
18,"[[-1, -1, 2, -1, -1, -1, -1, -1], [2, 3, 4, 4, 5, 5, 6, 4], [1, 2, -1, -1, 4, -1, -1, -1], [-1, 3, 3, -1, -1, 4, 3, 2], [-1, 3, 2, 4, -1, 2, 1, 1], [1, 3, -1, 3, 2, 2, 2, -1], [0, 3, -1, 4, 3, -1, 4, 2], [0, 2, -1, -1, 3, -1, -1, 1]]",depthFirstSearch,54.72473431,392
18,"[[-1, -1, 2, -1, -1, -1, -1, -1], [2, 3, 4, 4, 5, 5, 6, 4], [1, 2, -1, -1, 4, -1, -1, -1], [-1, 3, 3, -1, -1, 4, 3, 2], [-1, 3, 2, 4, -1, 2, 1, 1], [1, 3, -1, 3, 2, 2, 2, -1], [0, 3, -1, 4, 3, -1, 4, 2], [0, 2, -1, -1, 3, -1, -1, 1]]",aStarSearch,46.66373587,34
19,"[[-1, -1, 2, -1, -1, 2, 3, -1], [-1, 4, 2, 3, 4, -1, 3, -1], [-1, 3, 1, 1, -1, 2, 2, 1], [3, -1, 3, 3, 3, 2, 0, 0], [3, -1, 6, -1, -1, 3, 2, 1], [3, -1, -1, -1, 5, -1, -1, 2], [-1, 4, 5, 5, -1, 3, 4, -1], [1, 2, -1, -1, 2, 1, 2, -1]]",depthFirstSearch,55.58850932,406
19,"[[-1, -1, 2, -1, -1, 2, 3, -1], [-1, 4, 2, 3, 4, -1, 3, -1], [-1, 3, 1, 1, -1, 2, 2, 1], [3, -1, 3, 3, 3, 2, 0, 0], [3, -1, 6, -1, -1, 3, 2, 1], [3, -1, -1, -1, 5, -1, -1, 2], [-1, 4, 5, 5, -1, 3, 4, -1], [1, 2, -1, -1, 2, 1, 2, -1]]",aStarSearch,40.71143842,31
20,"[[1, -1, -1, 1, 0, 1, 2, 2], [1, 3, 3, 2, 0, 1, -1, -1], [1, 3, -1, 3, 1, 2, 5, -1], [1, -1, -1, -1, 3, 2, -1, -1], [1, 3, -1, -1, 4, -1, 5, 4], [1, 3, 4, -1, 4, 4, -1, -1], [-1, 3, -1, 5, -1, 5, -1, 4], [2, -1, 3, -1, -1, 4, -1, 2]]",depthFirstSearch,61.41233563,514
20,"[[1, -1, -1, 1, 0, 1, 2, 2], [1, 3, 3, 2, 0, 1, -1, -1], [1, 3, -1, 3, 1, 2, 5, -1], [1, -1, -1, -1, 3, 2, -1, -1], [1, 3, -1, -1, 4, -1, 5, 4], [1, 3, 4, -1, 4, 4, -1, -1], [-1, 3, -1, 5, -1, 5, -1, 4], [2, -1, 3, -1, -1, 4, -1, 2]]",aStarSearch,40.90813851,31
21,"[[1, -1, 1, 0, 1, -1, -1, 2], [2, 3, 3, 1, 2, 4, 5, -1], [1, -1, -1, 3, 3, -1, -1, 3], [2, 4, 4, -1, -1, 6, -1, 3], [-1, 4, -1, 5, 5, -1, -1, 3], [3, -1, -1, -1, 4, -1, -1, 3], [-1, 3, 4, 3, 5, -1, -1, 2], [1, 1, 1, -1, 3, -1, 3, 1]]",depthFirstSearch,64.16479254,512
21,"[[1, -1, 1, 0, 1, -1, -1, 2], [2, 3, 3, 1, 2, 4, 5, -1], [1, -1, -1, 3, 3, -1, -1, 3], [2, 4, 4, -1, -1, 6, -1, 3], [-1, 4, -1, 5, 5, -1, -1, 3], [3, -1, -1, -1, 4, -1, -1, 3], [-1, 3, 4, 3, 5, -1, -1, 2], [1, 1, 1, -1, 3, -1, 3, 1]]",aStarSearch,47.52614045,34
22,"[[-1, 2, 1, 2, 2, -1, 2, -1], [2, 4, -1, 4, -1, 2, 3, 2], [2, -1, -1, -1, 4, 4, 3, -1], [4, -1, 6, 5, -1, -1, -1, 2], [-1, -1, -1, 6, -1, 5, 2, 1], [-1, -1, -1, -1, -1, 2, 0, 0], [3, 5, -1, 4, 2, 1, 1, 1], [1, -1, 2, 1, 0, 0, 1, -1]]",depthFirstSearch,44.45370102,402
22,"[[-1, 2, 1, 2, 2, -1, 2, -1], [2, 4, -1, 4, -1, 2, 3, 2], [2, -1, -1, -1, 4, 4, 3, -1], [4, -1, 6, 5, -1, -1, -1, 2], [-1, -1, -1, 6, -1, 5, 2, 1], [-1, -1, -1, -1, -1, 2, 0, 0], [3, 5, -1, 4, 2, 1, 1, 1], [1, -1, 2, 1, 0, 0, 1, -1]]",aStarSearch,32.44587898,26
23,"[[-1, 3, 2, 1, 1, -1, -1, -1], [3, -1, -1, 3, 3, 4, 5, 4], [3, -1, 5, -1, -1, 3, -1, -1], [3, -1, 6, 5, 5, -1, 4, -1], [2, -1, -1, -1, -1, 2, 3, 2], [1, 3, 5, 6, 4, 2, 1, -1], [0, 1, -1, -1, -1, 4, 3, 2], [0, 1, 2, 4, -1, -1, -1, 1]]",depthFirstSearch,56.01597595,429
23,"[[-1, 3, 2, 1, 1, -1, -1, -1], [3, -1, -1, 3, 3, 4, 5, 4], [3, -1, 5, -1, -1, 3, -1, -1], [3, -1, 6, 5, 5, -1, 4, -1], [2, -1, -1, -1, -1, 2, 3, 2], [1, 3, 5, 6, 4, 2, 1, -1], [0, 1, -1, -1, -1, 4, 3, 2], [0, 1, 2, 4, -1, -1, -1, 1]]",aStarSearch,47.26018119,34
24,"[[0, 1, 1, 1, 2, -1, 4, -1], [1, 3, -1, 2, 3, -1, -1, 3], [-1, 4, -1, 3, 3, -1, -1, 2], [1, 4, -1, 4, 4, -1, 4, 1], [2, 5, -1, -1, 5, -1, 4, 1], [-1, -1, -1, -1, 4, -1, 3, -1], [-1, 5, -1, 3, 3, 3, 5, 3], [1, 2, 1, 1, 1, -1, -1, -1]]",depthFirstSearch,57.83162737,469
24,"[[0, 1, 1, 1, 2, -1, 4, -1], [1, 3, -1, 2, 3, -1, -1, 3], [-1, 4, -1, 3, 3, -1, -1, 2], [1, 4, -1, 4, 4, -1, 4, 1], [2, 5, -1, -1, 5, -1, 4, 1], [-1, -1, -1, -1, 4, -1, 3, -1], [-1, 5, -1, 3, 3, 3, 5, 3], [1, 2, 1, 1, 1, -1, -1, -1]]",aStarSearch,50.75252533,36
25,"[[-1, 3, -1, 2, 2, -1, -1, 2], [3, -1, 5, -1, 4, 3, 4, -1], [2, -1, 5, -1, 5, -1, 4, 2], [2, 2, 4, -1, 5, -1, 4, -1], [3, -1, 4, 4, -1, 5, -1, 3], [-1, -1, -1, 4, -1, 5, -1, 3], [3, 4, 3, -1, 3, 4, -1, 2], [-1, 1, 1, 1, 2, -1, 2, 1]]",depthFirstSearch,61.81578779,449
25,"[[-1, 3, -1, 2, 2, -1, -1, 2], [3, -1, 5, -1, 4, 3, 4, -1], [2, -1, 5, -1, 5, -1, 4, 2], [2, 2, 4, -1, 5, -1, 4, -1], [3, -1, 4, 4, -1, 5, -1, 3], [-1, -1, -1, 4, -1, 5, -1, 3], [3, 4, 3, -1, 3, 4, -1, 2], [-1, 1, 1, 1, 2, -1, 2, 1]]",aStarSearch,56.7562232,39
26,"[[2, -1, -1, -1, -1, 2, 3, -1], [-1, 4, -1, 6, 4, 3, -1, -1], [2, 4, 4, -1, -1, 3, 3, 2], [1, -1, -1, 5, 4, -1, 3, 2], [2, 4, -1, -1, 3, 3, -1, -1], [1, -1, 4, 5, -1, 4, 3, 2], [2, 3, -1, 4, -1, -1, 1, 0], [-1, 2, 2, -1, 3, 2, 1, 0]]",depthFirstSearch,50.83294606,379
26,"[[2, -1, -1, -1, -1, 2, 3, -1], [-1, 4, -1, 6, 4, 3, -1, -1], [2, 4, 4, -1, -1, 3, 3, 2], [1, -1, -1, 5, 4, -1, 3, 2], [2, 4, -1, -1, 3, 3, -1, -1], [1, -1, 4, 5, -1, 4, 3, 2], [2, 3, -1, 4, -1, -1, 1, 0], [-1, 2, 2, -1, 3, 2, 1, 0]]",aStarSearch,45.83997703,34
27,"[[-1, -1, 4, -1, -1, -1, 2, 1], [-1, 6, -1, -1, 5, 3, -1, 1], [-1, 5, -1, -1, 2, 1, 1, 1], [-1, 4, 3, 3, 3, 1, 1, 0], [-1, 2, 1, -1, 3, -1, 2, 0], [2, 2, 2, 2, 4, -1, 3, 1], [-1, 2, 3, -1, 4, 3, 4, -1], [1, 2, -1, -1, -1, 2, -1, -1]]",depthFirstSearch,53.76537538,390
27,"[[-1, -1, 4, -1, -1, -1, 2, 1], [-1, 6, -1, -1, 5, 3, -1, 1], [-1, 5, -1, -1, 2, 1, 1, 1], [-1, 4, 3, 3, 3, 1, 1, 0], [-1, 2, 1, -1, 3, -1, 2, 0], [2, 2, 2, 2, 4, -1, 3, 1], [-1, 2, 3, -1, 4, 3, 4, -1], [1, 2, -1, -1, -1, 2, -1, -1]]",aStarSearch,41.91339207,32
28,"[[2, -1, -1, 4, -1, 3, -1, 2], [2, -1, 5, -1, -1, 3, 2, -1], [2, 3, 5, -1, 3, 1, 2, 2], [2, -1, -1, 3, 1, 0, 1, -1], [3, -1, -1, 3, 1, 1, 1, 1], [-1, 6, 4, 4, -1, 3, 2, 1], [-1, -1, -1, 4, -1, -1, 4, -1], [2, 3, 2, 3, -1, -1, 4, -1]]",depthFirstSearch,57.57053947,451
28,"[[2, -1, -1, 4, -1, 3, -1, 2], [2, -1, 5, -1, -1, 3, 2, -1], [2, 3, 5, -1, 3, 1, 2, 2], [2, -1, -1, 3, 1, 0, 1, -1], [3, -1, -1, 3, 1, 1, 1, 1], [-1, 6, 4, 4, -1, 3, 2, 1], [-1, -1, -1, 4, -1, -1, 4, -1], [2, 3, 2, 3, -1, -1, 4, -1]]",aStarSearch,39.78984141,31
29,"[[1, 1, 1, -1, 4, -1, 2, 0], [-1, 2, 2, 3, -1, -1, 3, 0], [-1, 2, 2, -1, 6, -1, 2, 0], [1, 1, 3, -1, -1, 4, 4, 2], [2, 3, 4, -1, 5, -1, -1, -1], [-1, -1, -1, 4, 5, -1, 6, -1], [2, 4, -1, 5, -1, -1, 4, 2], [0, 1, 2, -1, -1, 3, 2, -1]]",depthFirstSearch,53.0650394,445
29,"[[1, 1, 1, -1, 4, -1, 2, 0], [-1, 2, 2, 3, -1, -1, 3, 0], [-1, 2, 2, -1, 6, -1, 2, 0], [1, 1, 3, -1, -1, 4, 4, 2], [2, 3, 4, -1, 5, -1, -1, -1], [-1, -1, -1, 4, 5, -1, 6, -1], [2, 4, -1, 5, -1, -1, 4, 2], [0, 1, 2, -1, -1, 3, 2, -1]]",aStarSearch,36.41727066,29
30,"[[2, -1, 3, 2, 2, 2, 1, 0], [4, -1, -1, 4, -1, -1, 1, 0], [-1, -1, -1, -1, 6, 4, 2, 0], [-1, -1, 5, -1, -1, -1, 2, 1], [2, 2, 2, 2, 4, 5, -1, 2], [1, 1, 0, 0, 2, -1, -1, 4], [-1, 1, 1, 2, 4, -1, -1, -1], [1, 1, 1, -1, -1, 4, -1, -1]]",depthFirstSearch,45.34003925,366
30,"[[2, -1, 3, 2, 2, 2, 1, 0], [4, -1, -1, 4, -1, -1, 1, 0], [-1, -1, -1, -1, 6, 4, 2, 0], [-1, -1, 5, -1, -1, -1, 2, 1], [2, 2, 2, 2, 4, 5, -1, 2], [1, 1, 0, 0, 2, -1, -1, 4], [-1, 1, 1, 2, 4, -1, -1, -1], [1, 1, 1, -1, -1, 4, -1, -1]]",aStarSearch,23.77394223,21
,,,,
,,,,
,,,Time execution avg,Explored nodes avg
,,depthFirstSearch,56.04617067,447.4666667
,,aStarSearch,42.40031772,31.53333333
